family,lead,target,tf,L,H,direction,thr_name,n,mean_net,t,p,q,ic_L1H1,robust
F3,MSTR,ATOM-USD,1d,3,3,cont,p70,98,0.010765,1.169,0.12262,1,-0.039979,False
F3,MSTR,ATOM-USD,1h,3,3,rev,p70,50,-0.0028068,-1.3524,0.90877,1,3.3739e-05,False
F3,MSTR,ATOM-USD,4h,2,2,rev,p70,16,0.0034956,0.86011,0.20163,1,-0.12541,False
F3,MSTR,AVAX-USD,1d,3,3,cont,p70,80,0.012115,1.2499,0.10752,1,-0.016665,True
F3,MSTR,AVAX-USD,1h,3,3,rev,p80,32,-0.0028946,-1.031,0.84888,1,-0.070875,False
F3,MSTR,AVAX-USD,4h,1,1,rev,p70,29,0.0028218,0.89531,0.18913,1,-0.24391,False
F3,MSTR,BCH-USD,1d,3,3,cont,p70,98,0.022562,1.8077,0.036875,1,-0.033383,True
F3,MSTR,BCH-USD,1h,3,3,rev,p80,32,-0.0028185,-0.80784,0.81074,1,-0.068846,False
F3,MSTR,BCH-USD,4h,2,1,rev,p80,12,0.0037079,0.97065,0.17629,1,-0.17975,False
F3,MSTR,BTC-USD,1d,3,3,cont,p70,98,0.0062653,1.265,0.10446,1,-0.027506,True
F3,MSTR,BTC-USD,1h,3,3,cont,p80,26,-0.0030865,-1.325,0.90592,1,-0.00090326,False
F3,MSTR,BTC-USD,4h,3,1,rev,p80,13,0.00030072,0.1253,0.45118,1,-0.2242,False
F3,MSTR,DOGE-USD,1d,3,3,cont,p70,89,0.016103,1.7792,0.039332,1,-0.0045096,True
F3,MSTR,DOGE-USD,1h,3,3,rev,p80,32,-0.0025562,-0.99772,0.83693,1,-0.029396,False
F3,MSTR,DOGE-USD,4h,1,1,rev,p80,19,0.001834,0.73579,0.23567,1,-0.26032,False
F3,MSTR,DOT-USD,1d,2,2,rev,p70,85,0.0053136,0.60819,0.27235,1,-0.043426,True
F3,MSTR,DOT-USD,1h,3,3,cont,p70,37,-0.0009043,-0.24885,0.59755,1,-0.0398,False
F3,MSTR,DOT-USD,4h,1,1,rev,p80,19,0.0018019,0.5318,0.30068,1,-0.13362,False
F3,MSTR,ETH-USD,1d,3,3,cont,p70,98,0.0081118,1.2788,0.10201,1,-0.027531,True
F3,MSTR,ETH-USD,1h,3,3,cont,p80,26,-0.0033693,-1.0063,0.8491,1,-0.0058902,False
F3,MSTR,ETH-USD,4h,1,1,rev,p80,19,0.0016505,0.66359,0.25768,1,-0.20268,False
F3,MSTR,LINK-USD,1d,3,3,cont,p70,98,0.010878,1.4419,0.07628,1,-0.032424,True
F3,MSTR,LINK-USD,1h,3,3,rev,p80,32,-0.0027075,-1.0833,0.86492,1,-0.01544,False
F3,MSTR,LINK-USD,4h,2,1,rev,p80,12,0.003334,0.7803,0.22584,1,-0.25741,False
F3,MSTR,LTC-USD,1d,3,3,cont,p70,98,0.0102,1.4518,0.074897,1,-0.02672,True
F3,MSTR,LTC-USD,1h,3,3,rev,p80,32,-0.0018343,-0.77929,0.77914,1,-0.0085147,False
F3,MSTR,LTC-USD,4h,1,1,rev,p80,19,0.0017292,0.75508,0.22998,1,-0.22337,False
F3,MSTR,SHIB-USD,1d,3,3,cont,p70,82,0.022926,1.5619,0.061109,1,-0.0077436,True
F3,MSTR,SHIB-USD,1h,3,3,rev,p80,32,-0.0026976,-1.1947,0.87938,1,0.0022033,False
F3,MSTR,SHIB-USD,4h,3,3,rev,p80,13,0.0019818,0.25847,0.40021,1,-0.26762,False
F3,MSTR,SOL-USD,1d,3,3,cont,p70,88,0.01715,2.0732,0.020557,1,0.02923,False
F3,MSTR,SOL-USD,1h,3,3,rev,p80,32,-0.0025275,-0.96366,0.82929,1,-0.057136,False
F3,MSTR,SOL-USD,4h,2,1,rev,p70,16,0.00045685,0.1331,0.44794,1,-0.16752,False
F3,MSTR,UNI-USD,1d,3,3,cont,0,249,0.0064512,1.034,0.15106,1,-0.010452,True
F3,MSTR,UNI-USD,1h,3,3,rev,p80,32,0.00054753,0.13801,0.44556,1,-0.029084,True
F3,MSTR,UNI-USD,4h,1,1,rev,p80,19,0.0057706,1.3075,0.10374,1,-0.22485,False
F3,MSTR,XLM-USD,1d,2,2,rev,p70,93,0.01726,1.5315,0.064537,1,-0.029884,True
F3,MSTR,XLM-USD,1h,3,3,rev,p70,50,-0.00019996,-0.076272,0.53024,1,0.018523,False
F3,MSTR,XLM-USD,4h,2,1,rev,p80,12,0.00036619,0.071378,0.47219,1,-0.042495,False
F3,MSTR,XRP-USD,1d,1,1,rev,p80,20,0.017859,1.4726,0.078619,1,0.027203,False
F3,MSTR,XRP-USD,1h,3,3,cont,p80,26,-0.0023219,-0.73091,0.76617,1,-0.0040285,False
F3,MSTR,XRP-USD,4h,3,1,rev,p80,13,-0.0020033,-0.80867,0.78278,1,-0.19958,False
F3,NVDA,ADA-USD,1d,2,2,rev,0,274,0.0049974,1.199,0.11578,1,-0.065085,True
F3,NVDA,ADA-USD,1h,3,3,cont,p80,38,-0.0014618,-0.74351,0.76906,1,-0.024136,False
F3,NVDA,ADA-USD,4h,2,1,rev,p70,17,0.0011402,0.33917,0.36945,1,-0.089769,False
F3,NVDA,ATOM-USD,1d,3,1,rev,p80,79,0.0087803,1.4423,0.076609,1,-0.04063,True
F3,NVDA,ATOM-USD,1h,3,3,rev,p70,44,-0.0029333,-1.2114,0.88381,1,-0.0045295,False
F3,NVDA,ATOM-USD,4h,2,2,rev,p70,17,0.0032415,0.85968,0.20133,1,-0.10472,False
F3,NVDA,AVAX-USD,1d,3,1,rev,p80,64,0.005653,0.79974,0.21343,1,-0.038775,True
F3,NVDA,AVAX-USD,1h,3,3,rev,p70,44,-0.0010702,-0.43369,0.693,1,-0.057196,False
F3,NVDA,AVAX-USD,4h,3,1,rev,p80,13,0.0043996,0.91062,0.19021,1,-0.11212,False
F3,NVDA,BCH-USD,1d,3,1,rev,p80,79,0.0061084,1.3194,0.095443,1,-0.028897,True
F3,NVDA,BCH-USD,1h,3,3,rev,p80,30,-0.0023097,-0.89813,0.82618,1,-0.033476,False
F3,NVDA,BCH-USD,4h,3,1,rev,p70,16,0.00074951,0.22596,0.41214,1,-0.057464,False
F3,NVDA,BTC-USD,1d,3,1,rev,p80,79,0.00095357,0.27639,0.39149,1,-0.026847,False
F3,NVDA,BTC-USD,1h,3,3,rev,p70,44,-0.0011686,-0.78042,0.813,1,-0.054759,False
F3,NVDA,BTC-USD,4h,3,1,rev,p80,13,0.0012013,0.51817,0.30688,1,-0.12875,False
F3,NVDA,DOGE-USD,1d,1,1,rev,p80,76,0.0064963,1.0022,0.15975,1,-0.061026,True
F3,NVDA,DOGE-USD,1h,3,3,cont,p80,38,-0.0011772,-0.62176,0.73529,1,-0.017837,False
F3,NVDA,DOGE-USD,4h,3,1,rev,p80,13,0.003834,1.2864,0.11128,1,-0.12044,False
F3,NVDA,DOT-USD,1d,2,2,rev,0,259,0.0032582,0.76928,0.22121,1,-0.06428,True
F3,NVDA,DOT-USD,1h,3,3,rev,p70,44,-0.0005075,-0.1895,0.58434,1,-0.026023,False
F3,NVDA,DOT-USD,4h,2,2,rev,p70,17,0.0048107,0.8691,0.19882,1,-0.059779,False
F3,NVDA,ETH-USD,1d,3,3,cont,p80,77,0.0073244,0.92737,0.17833,1,-0.02202,False
F3,NVDA,ETH-USD,1h,3,3,cont,p80,38,-0.0023948,-1.2521,0.90683,1,-0.025026,False
F3,NVDA,ETH-USD,4h,3,1,rev,p80,13,0.0038523,1.2296,0.12121,1,-0.088205,False
F3,NVDA,LINK-USD,1d,3,1,rev,p70,121,0.0044847,0.93316,0.17631,1,-0.052137,True
F3,NVDA,LINK-USD,1h,3,3,rev,p70,44,-0.0012296,-0.58616,0.75845,1,-0.023464,False
F3,NVDA,LINK-USD,4h,2,1,rev,p70,17,0.0035058,1.2764,0.11002,1,-0.12411,False
F3,NVDA,LTC-USD,1d,3,1,rev,p80,79,0.0043222,0.9554,0.17116,1,-0.015717,True
F3,NVDA,LTC-USD,1h,3,3,rev,p70,44,-0.0016731,-0.85498,0.82481,1,-0.033206,False
F3,NVDA,LTC-USD,4h,2,1,rev,p70,17,0.0017239,0.70332,0.24598,1,-0.1397,False
F3,NVDA,SHIB-USD,1d,1,1,cont,0,445,0.003005,0.85865,0.1955,1,-0.00034846,True
F3,NVDA,SHIB-USD,1h,3,3,cont,p80,38,-0.0019452,-1.0631,0.85711,1,-0.0015897,False
F3,NVDA,SHIB-USD,4h,2,1,rev,p70,17,0.00041343,0.19067,0.42559,1,-0.13903,False
F3,NVDA,SOL-USD,1d,3,3,cont,0,244,0.008424,1.371,0.085826,1,-0.033948,True
F3,NVDA,SOL-USD,1h,3,3,cont,p80,38,2.3666e-05,0.010126,0.49599,1,-0.036442,False
F3,NVDA,SOL-USD,4h,3,1,rev,p80,13,0.003057,0.78777,0.22306,1,-0.053937,False
F3,NVDA,UNI-USD,1d,3,3,cont,p80,77,0.014673,1.0354,0.15189,1,0.014781,True
F3,NVDA,UNI-USD,1h,3,3,rev,p70,44,0.00048185,0.20629,0.41877,1,-0.030268,False
F3,NVDA,UNI-USD,4h,2,1,rev,p70,17,0.0061268,1.3989,0.090457,1,-0.087843,False
F3,NVDA,XLM-USD,1d,2,2,rev,0,286,0.0081495,1.4181,0.078625,1,-0.028456,False
F3,NVDA,XLM-USD,1h,3,3,rev,p70,44,-0.0007138,-0.23182,0.59111,1,-0.033738,False
F3,NVDA,XLM-USD,4h,2,2,rev,0,50,0.0052507,0.89753,0.18691,1,-0.17374,True
F3,NVDA,XRP-USD,1d,2,2,rev,0,105,0.0045463,0.61055,0.27142,1,-0.079284,True
F3,NVDA,XRP-USD,1h,3,3,cont,p80,38,-0.00091431,-0.47752,0.6821,1,0.0053563,False
F3,NVDA,XRP-USD,4h,3,1,rev,p80,13,0.00044807,0.20574,0.42022,1,-0.13689,False
F3,QQQ,ADA-USD,1d,2,2,rev,p70,96,0.0083465,1.2781,0.10217,1,-0.060898,True
F3,QQQ,ADA-USD,1h,3,3,rev,p80,27,-0.00028967,-0.11653,0.54719,1,-0.085704,False
F3,QQQ,ADA-USD,4h,2,2,rev,p70,18,0.0062677,1.6243,0.061354,1,-0.10491,False
F3,QQQ,ATOM-USD,1d,2,2,rev,0,287,0.0091885,1.7776,0.038268,1,-0.041308,True
F3,QQQ,ATOM-USD,1h,3,3,rev,p80,27,-0.0011514,-0.39969,0.65367,1,-0.090455,False
F3,QQQ,ATOM-USD,4h,2,2,rev,p70,18,0.007142,2.2864,0.017665,1,-0.091414,False
F3,QQQ,AVAX-USD,1d,3,3,cont,p80,53,0.0052214,0.34118,0.36717,1,-0.013045,False
F3,QQQ,AVAX-USD,1h,3,3,rev,p80,27,0.00066707,0.23178,0.40926,1,-0.14278,False
F3,QQQ,AVAX-USD,4h,2,2,rev,p70,18,0.0083654,1.7321,0.050679,1,-0.1664,False
F3,QQQ,BCH-USD,1d,2,2,rev,0,287,0.0040162,0.90085,0.18421,1,-0.019103,True
F3,QQQ,BCH-USD,1h,3,3,rev,p80,27,0.00063463,0.26395,0.39826,1,-0.061303,False
F3,QQQ,BCH-USD,4h,2,2,rev,p70,18,0.0041806,0.98184,0.16997,1,-0.12056,False
F3,QQQ,BTC-USD,1d,3,3,rev,0,223,0.0009695,0.26125,0.39707,1,-0.043407,False
F3,QQQ,BTC-USD,1h,3,3,rev,p80,27,-0.0009231,-0.49495,0.6876,1,-0.12541,False
F3,QQQ,BTC-USD,4h,2,2,rev,p80,9,0.0024826,2.1574,0.031521,1,-0.17153,False
F3,QQQ,DOGE-USD,1d,2,2,rev,p80,69,0.0044405,0.40736,0.34251,1,-0.00020367,False
F3,QQQ,DOGE-USD,1h,3,3,cont,p80,38,-0.0018011,-0.86268,0.80415,1,-0.077878,False
F3,QQQ,DOGE-USD,4h,2,2,rev,p70,18,0.0060187,2.0046,0.030598,1,-0.13135,False
F3,QQQ,DOT-USD,1d,2,2,rev,p80,69,0.011704,1.2748,0.10336,1,-0.038512,True
F3,QQQ,DOT-USD,1h,3,3,rev,p80,27,-0.002437,-0.71108,0.7596,1,-0.096556,False
F3,QQQ,DOT-USD,4h,2,2,rev,p70,18,0.009296,2.1442,0.023383,1,-0.080908,False
F3,QQQ,ETH-USD,1d,3,3,rev,0,223,0.0015518,0.3355,0.36878,1,-0.012679,False
F3,QQQ,ETH-USD,1h,3,3,rev,p80,27,-0.0011333,-0.52712,0.70143,1,-0.1069,False
F3,QQQ,ETH-USD,4h,2,2,rev,p70,18,0.0044607,1.8196,0.043242,1,-0.15368,False
F3,QQQ,LINK-USD,1d,2,2,rev,p80,75,0.010978,1.2021,0.11658,1,-0.030716,True
F3,QQQ,LINK-USD,1h,3,3,rev,p80,27,0.00027195,0.11869,0.45321,1,-0.10904,False
F3,QQQ,LINK-USD,4h,2,2,rev,p70,18,0.0065182,2.5185,0.011046,1,-0.16373,False
F3,QQQ,LTC-USD,1d,2,2,rev,0,287,0.0021912,0.56801,0.28524,1,0.00013698,True
F3,QQQ,LTC-USD,1h,3,3,rev,p80,27,0.00013973,0.057512,0.4773,1,-0.064062,False
F3,QQQ,LTC-USD,4h,2,2,rev,p70,18,0.0051489,1.8359,0.04196,1,-0.17263,False
F3,QQQ,SHIB-USD,1d,3,1,cont,0,447,0.010595,0.97437,0.1652,1,-0.002824,True
F3,QQQ,SHIB-USD,1h,3,3,rev,p80,27,-0.0018072,-0.80519,0.78619,1,-0.053593,False
F3,QQQ,SHIB-USD,4h,2,2,rev,p70,18,0.0068672,2.4248,0.013374,1,-0.15464,False
F3,QQQ,SOL-USD,1d,3,3,rev,0,202,0.010597,1.4354,0.076368,1,-0.019092,True
F3,QQQ,SOL-USD,1h,3,3,rev,p80,27,0.00051944,0.19085,0.42506,1,-0.11181,False
F3,QQQ,SOL-USD,4h,2,2,rev,p70,18,0.0044253,1.1646,0.13013,1,-0.086455,False
F3,QQQ,UNI-USD,1d,2,2,rev,p80,75,0.010993,1.1116,0.13495,1,-0.0094205,True
F3,QQQ,UNI-USD,1h,3,3,rev,p80,27,0.0047664,1.2578,0.10982,1,-0.12032,False
F3,QQQ,UNI-USD,4h,2,2,rev,p70,18,0.012746,1.7738,0.047007,1,-0.11744,False
F3,QQQ,XLM-USD,1d,2,2,rev,p80,75,0.010696,1.1796,0.12097,1,-0.044542,True
F3,QQQ,XLM-USD,1h,3,3,rev,p80,27,0.00089097,0.29736,0.39038,1,-0.036642,False
F3,QQQ,XLM-USD,4h,2,2,rev,p70,18,0.0055963,1.2866,0.10774,1,-0.15155,False
F3,QQQ,XRP-USD,1d,3,3,rev,p70,26,0.01808,1.0557,0.1506,1,-0.035089,False
F3,QQQ,XRP-USD,1h,3,3,rev,p80,27,-0.0017131,-0.86142,0.80156,1,-0.058356,False
F3,QQQ,XRP-USD,4h,2,2,rev,p70,18,0.0039509,1.7458,0.049443,1,-0.15757,False
F3,SPY,ADA-USD,1d,3,3,rev,0,212,0.0043342,0.73749,0.23082,1,-0.051351,True
F3,SPY,ADA-USD,1h,3,3,rev,p80,33,-0.00036636,-0.16097,0.56344,1,-0.11185,False
F3,SPY,ADA-USD,4h,2,2,rev,p80,14,0.0044584,1.2154,0.12292,1,-0.11255,False
F3,SPY,ATOM-USD,1d,2,2,rev,0,276,0.0080448,1.543,0.061985,1,-0.031441,False
F3,SPY,ATOM-USD,1h,3,3,rev,p80,33,7.8095e-05,0.028624,0.48867,1,-0.10479,False
F3,SPY,ATOM-USD,4h,3,1,rev,p80,15,0.0024937,0.97396,0.1733,1,-0.078483,False
F3,SPY,AVAX-USD,1d,3,3,cont,0,229,0.0027563,0.43771,0.33101,1,-0.011853,False
F3,SPY,AVAX-USD,1h,3,3,rev,p80,33,0.00039722,0.14059,0.44553,1,-0.1572,False
F3,SPY,AVAX-USD,4h,3,1,rev,p80,15,0.0057469,1.5265,0.074575,1,-0.15645,False
F3,SPY,BCH-USD,1d,3,3,cont,0,288,0.0041107,0.77268,0.22017,1,-0.0079129,True
F3,SPY,BCH-USD,1h,3,3,rev,p80,33,-0.00073848,-0.27974,0.60926,1,-0.072775,False
F3,SPY,BCH-USD,4h,3,3,rev,p80,15,0.0073232,1.4204,0.088692,1,-0.13602,False
F3,SPY,BTC-USD,1d,3,3,rev,p70,81,0.0045403,0.72413,0.23555,1,-0.037571,True
F3,SPY,BTC-USD,1h,3,3,rev,p80,33,-0.00042074,-0.20908,0.58215,1,-0.15336,False
F3,SPY,BTC-USD,4h,3,3,rev,p80,15,0.0035152,1.124,0.13995,1,-0.1489,False
F3,SPY,DOGE-USD,1d,3,3,cont,0,254,0.0043182,0.71531,0.23754,1,0.0036211,True
F3,SPY,DOGE-USD,1h,3,3,rev,p80,33,-0.0017306,-0.75553,0.77227,1,-0.098936,False
F3,SPY,DOGE-USD,4h,3,1,rev,p80,15,0.0030089,1.1347,0.13779,1,-0.14193,False
F3,SPY,DOT-USD,1d,2,2,rev,p70,90,0.0060156,0.78199,0.21815,1,-0.042253,True
F3,SPY,DOT-USD,1h,3,3,rev,p80,33,-0.0015196,-0.5029,0.69076,1,-0.12834,False
F3,SPY,DOT-USD,4h,3,1,rev,p80,15,0.0030933,0.8682,0.19996,1,-0.077829,False
F3,SPY,ETH-USD,1d,3,3,cont,0,288,0.0032998,0.84928,0.19822,1,-0.0079123,True
F3,SPY,ETH-USD,1h,3,3,rev,p80,33,-0.00099229,-0.43897,0.67615,1,-0.13997,False
F3,SPY,ETH-USD,4h,3,1,rev,p80,15,0.0042687,1.7545,0.050597,1,-0.14951,False
F3,SPY,LINK-USD,1d,3,3,rev,p70,81,0.012519,1.0646,0.14513,1,-0.028589,True
F3,SPY,LINK-USD,1h,3,3,rev,p80,33,-4.1721e-05,-0.01721,0.50681,1,-0.13255,False
F3,SPY,LINK-USD,4h,3,1,rev,p80,15,0.0040891,1.4537,0.084041,1,-0.16509,False
F3,SPY,LTC-USD,1d,3,3,cont,0,288,0.004523,1.0686,0.14308,1,0.013681,True
F3,SPY,LTC-USD,1h,3,3,rev,p80,33,5.4418e-05,0.023556,0.49116,1,-0.10671,False
F3,SPY,LTC-USD,4h,3,1,rev,p80,15,0.0035113,1.4437,0.085415,1,-0.18134,False
F3,SPY,SHIB-USD,1d,3,3,cont,0,232,0.0086185,1.0817,0.14027,1,-0.0014496,True
F3,SPY,SHIB-USD,1h,3,3,rev,p80,33,-0.0020629,-0.86416,0.80303,1,-0.080854,False
F3,SPY,SHIB-USD,4h,2,2,rev,p80,14,0.0045958,1.4049,0.091741,1,-0.15716,False
F3,SPY,SOL-USD,1d,3,3,rev,0,201,0.014088,1.9658,0.025351,1,-0.032071,True
F3,SPY,SOL-USD,1h,3,3,rev,p80,33,-0.0009221,-0.35095,0.63604,1,-0.13305,False
F3,SPY,SOL-USD,4h,3,1,rev,p80,15,0.0038476,1.201,0.12484,1,-0.088289,False
F3,SPY,UNI-USD,1d,3,3,rev,0,222,0.010097,1.4037,0.080908,1,-0.0047812,True
F3,SPY,UNI-USD,1h,3,3,rev,p80,33,0.00098336,0.29403,0.38882,1,-0.14201,False
F3,SPY,UNI-USD,4h,3,1,rev,p80,15,0.0050091,1.1358,0.13755,1,-0.11266,False
F3,SPY,XLM-USD,1d,3,3,rev,p70,81,0.01573,1.3237,0.094693,1,-0.030364,True
F3,SPY,XLM-USD,1h,3,3,rev,p80,33,0.001135,0.35852,0.37803,1,-0.058348,False
F3,SPY,XLM-USD,4h,3,1,rev,p80,15,0.0089339,2.1143,0.026458,1,-0.12221,False
F3,SPY,XRP-USD,1d,3,3,rev,p80,16,0.03562,1.5358,0.072699,1,0.032734,False
F3,SPY,XRP-USD,1h,3,3,rev,p80,33,-0.0021464,-1.1122,0.86284,1,-0.078918,False
F3,SPY,XRP-USD,4h,3,1,rev,p80,15,0.0031756,1.98,0.033853,1,-0.14609,False
F4,NVDA,AMD,1d,3,3,rev,0,181,0.0054816,1.341,0.090804,1,-0.021194,True
F4,NVDA,AMD,1h,3,3,cont,p70,29,0.0049871,1.8513,0.037352,1,0.09265,False
F4,NVDA,AMD,4h,2,2,rev,0,49,0.017649,3.3375,0.00081976,1,0.0024184,True
F4,NVDA,ARM,1d,3,3,rev,0,56,0.0096747,1.1267,0.13237,1,0.010775,False
F4,NVDA,ARM,1h,2,2,cont,p80,36,0.0057612,1.4213,0.095698,1,0.056488,True
F4,NVDA,ARM,4h,2,2,rev,0,49,0.020025,2.5815,0.0064734,1,0.0037517,True
F4,NVDA,AVGO,1d,3,3,rev,0,181,0.0081812,2.6551,0.0043196,1,0.0059389,True
F4,NVDA,AVGO,1h,3,3,rev,p80,17,0.0013051,0.37657,0.35572,1,0.088763,False
F4,NVDA,AVGO,4h,2,2,rev,0,49,0.0045973,1.3191,0.096706,1,0.011817,True
F4,NVDA,MU,1d,3,3,rev,0,181,0.0037948,1.0995,0.13651,1,-0.017071,True
F4,NVDA,MU,1h,2,2,rev,p80,28,0.0049196,1.4513,0.079108,1,0.03738,False
F4,NVDA,MU,4h,2,2,rev,0,49,0.016385,1.9672,0.027477,1,0.041819,True
F4,NVDA,NVDL,1d,1,1,rev,p80,36,0.01586,2.5542,0.0075759,1,-0.071783,False
F4,NVDA,NVDL,1h,3,3,cont,p70,29,0.0050481,1.3726,0.090553,1,0.098409,False
F4,NVDA,NVDL,4h,3,3,cont,p70,14,0.020724,1.7718,0.049923,1,0.11646,False
F4,NVDA,SMH,1d,3,3,rev,0,181,0.0054658,2.0589,0.02047,1,-0.032599,True
F4,NVDA,SMH,1h,3,3,cont,p70,29,0.0017717,1.21,0.1182,1,0.10636,False
F4,NVDA,SMH,4h,3,3,rev,0,34,0.011957,2.3675,0.011961,1,0.027004,True
F4,NVDA,SOXL,1d,3,3,rev,0,181,0.018237,2.2001,0.014535,1,-0.03015,True
F4,NVDA,SOXL,1h,3,3,cont,p70,29,0.010751,2.2109,0.01769,1,0.10234,False
F4,NVDA,SOXL,4h,2,2,rev,0,49,0.034432,2.6836,0.0049825,1,0.028017,True
F4,QQQ,ARKK,1d,3,3,rev,p80,52,0.010582,1.2927,0.10096,1,-0.0090819,True
F4,QQQ,ARKK,1h,3,3,cont,p70,32,0.0026677,1.7008,0.049492,1,-0.002776,True
F4,QQQ,ARKK,4h,3,3,cont,p80,10,0.0050223,0.60095,0.28135,1,0.0045535,False
F4,QQQ,IWM,1d,3,3,rev,p80,52,0.0053278,1.577,0.060487,1,0.0052867,True
F4,QQQ,IWM,1h,3,3,rev,p80,18,0.0030706,1.8384,0.041767,1,-0.040783,False
F4,QQQ,IWM,4h,2,2,rev,0,39,0.0011393,0.51602,0.30441,1,0.036907,True
F4,QQQ,SOXL,1d,3,3,rev,0,184,0.015271,1.7827,0.03815,1,-0.054983,True
F4,QQQ,SOXL,1h,3,3,cont,p70,32,0.014368,3.2211,0.0014977,1,0.095181,True
F4,QQQ,SOXL,4h,1,1,cont,0,99,0.0062398,1.9462,0.027249,1,0.05732,True
F4,QQQ,TQQQ,1d,3,3,rev,0,184,0.010844,1.8993,0.02955,1,0.0029967,True
F4,QQQ,TQQQ,1h,3,3,cont,p70,32,0.0070787,2.7895,0.0044728,1,0.054971,True
F4,QQQ,TQQQ,4h,1,1,cont,0,99,0.0023523,1.6266,0.053517,1,0.083056,True
F4,SPY,ARKK,1d,3,1,cont,p70,161,0.0021493,0.9897,0.16191,1,0.00068653,True
F4,SPY,ARKK,1h,3,3,cont,p80,17,0.0024783,0.98181,0.1704,1,-0.020409,False
F4,SPY,ARKK,4h,3,3,cont,p80,11,0.0046599,0.61875,0.27496,1,-0.0052858,False
F4,SPY,IWM,1d,3,3,cont,p70,82,0.0015263,0.60857,0.27226,1,0.0018581,False
F4,SPY,IWM,1h,3,3,rev,p80,19,0.0030129,1.8338,0.041635,1,-0.065449,False
F4,SPY,IWM,4h,2,2,rev,0,45,0.0018283,0.9244,0.18016,1,0.026825,True
F4,SPY,SOXL,1d,3,3,rev,0,185,0.013263,1.6601,0.049302,1,-0.045207,True
F4,SPY,SOXL,1h,2,2,cont,p80,31,0.010293,1.9414,0.030986,1,0.072273,True
F4,SPY,SOXL,4h,2,2,rev,0,45,0.027041,1.9077,0.031482,1,0.059026,True
F4,SPY,TQQQ,1d,3,3,rev,0,185,0.009031,1.6675,0.048563,1,-5.5919e-05,True
F4,SPY,TQQQ,1h,3,3,cont,p80,17,0.0070308,1.6153,0.062898,1,0.018258,False
F4,SPY,TQQQ,4h,3,3,cont,0,40,0.010211,1.4471,0.077927,1,0.079321,True
F4,TSLA,TSLL,1d,3,3,cont,p80,37,0.049729,2.1237,0.020318,1,-0.034549,True
F4,TSLA,TSLL,1h,1,1,cont,p70,75,0.001767,0.82606,0.21196,1,0.10944,True
F4,TSLA,TSLL,4h,3,3,cont,p70,13,0.025115,1.4664,0.084122,1,0.050786,False
F5,ADA-USD,ADA-USD,1d,1,1,rev,p80,137,0.009014,1.6488,0.050745,1,-0.043673,True
F5,ADA-USD,ADA-USD,1h,3,3,rev,p80,862,-0.0027805,-2.6722,0.99616,1,-0.012062,False
F5,ADA-USD,ADA-USD,4h,3,3,cont,p80,208,-0.0018078,-0.60409,0.72678,1,0.02561,False
F5,AMD,AMD,1d,3,3,rev,0,204,0.0047854,1.2668,0.10334,1,-0.011136,True
F5,AMD,AMD,1h,3,3,cont,p70,35,0.0058991,2.0752,0.023594,1,0.039061,True
F5,AMD,AMD,4h,3,3,rev,0,31,0.015613,2.1751,0.018818,1,0.046703,True
F5,ARKK,ARKK,1d,3,3,rev,p80,60,0.0068573,0.8064,0.21163,1,0.0077237,True
F5,ARKK,ARKK,1h,3,3,rev,p70,27,-0.00038738,-0.14641,0.56459,1,-0.024268,False
F5,ARKK,ARKK,4h,3,3,rev,0,34,0.0055869,1.3338,0.095699,1,-0.039185,True
F5,ARM,ARM,1d,3,3,cont,0,75,0.0076373,0.79487,0.21462,1,0.016753,False
F5,ARM,ARM,1h,3,3,cont,0,94,0.0042205,1.7886,0.038468,1,0.047105,True
F5,ARM,ARM,4h,3,3,cont,0,42,0.024698,2.1941,0.016975,1,0.018435,True
F5,ATOM-USD,ATOM-USD,1d,3,3,rev,p80,84,0.034688,2.251,0.013513,1,-0.076054,True
F5,ATOM-USD,ATOM-USD,1h,3,3,rev,p80,865,-0.0031063,-4.4907,1,1,-0.0082411,False
F5,ATOM-USD,ATOM-USD,4h,3,3,cont,p80,216,-0.001336,-0.59099,0.72284,1,-0.0017235,False
F5,AVAX-USD,AVAX-USD,1d,3,3,cont,p70,96,0.011872,1.1663,0.1232,1,0.0027429,True
F5,AVAX-USD,AVAX-USD,1h,3,3,rev,p80,870,-0.0035189,-4.8151,1,1,-0.011104,False
F5,AVAX-USD,AVAX-USD,4h,3,3,rev,p80,213,-0.0048318,-1.7206,0.95661,1,-0.013872,False
F5,AVGO,AVGO,1d,3,3,rev,0,201,0.0038091,1.4616,0.072703,1,0.04242,True
F5,AVGO,AVGO,1h,3,3,cont,p70,28,0.0013054,0.62846,0.26749,1,0.023178,False
F5,AVGO,AVGO,4h,1,1,cont,p80,21,0.0023777,1.3258,0.099932,1,0.049626,False
F5,BCH-USD,BCH-USD,1d,3,3,cont,p70,110,0.019504,1.6604,0.049854,1,-0.068345,True
F5,BCH-USD,BCH-USD,1h,3,3,rev,p80,860,-0.0032005,-4.627,1,1,-0.017214,False
F5,BCH-USD,BCH-USD,4h,3,3,rev,p80,214,-0.00040363,-0.15962,0.56791,1,0.00046552,False
F5,BTC-USD,BTC-USD,1d,3,3,cont,p80,83,0.0063824,0.99637,0.161,1,-0.037928,True
F5,BTC-USD,BTC-USD,1h,1,1,cont,0,8062,-0.004043,-74.688,1,1,-0.016568,False
